episode,reward,steps,unique_locations,success
610,-116.50552233435269,19,5,Collision
611,-96.452490375182,10,5,Collision
612,-145.08502122010674,30,7,Collision
613,-124.50481607952177,38,11,Collision
614,20.097581154685486,200,47,Success
615,-33.082251666847355,164,40,Collision
616,59.0127462002012,73,19,Success
617,-117.47126810349019,45,11,Collision
618,-98.73009320522186,8,3,Collision
619,-107.90491927994309,12,2,Collision
620,-211.39234190890357,202,51,Collision
621,-159.03986196499426,58,3,Collision
622,-203.6996493038556,228,62,Collision
623,-63.932185377225196,84,15,Collision
624,-111.61783774493404,24,6,Collision
625,-262.23278698240193,103,23,Collision
626,-119.31810797409808,21,8,Collision
627,-118.0916338330506,49,13,Collision
628,68.12685040048142,67,19,Success
629,-130.6204210155484,42,10,Collision
630,51.57889996807235,86,24,Success
631,-91.40853981055636,204,51,Success
632,-52.6569332414557,75,20,Collision
633,-270.262815455543,178,46,Collision
634,-123.35039393031381,37,10,Collision
635,-162.6277753987739,48,13,Collision
636,92.39782703947704,29,7,Success
637,-106.3661513562009,9,3,Collision
638,-0.8656107153390309,139,25,Success
639,-131.2201029002615,22,4,Collision
640,-92.52623975963252,141,35,Collision
641,-207.5253960001029,143,36,Collision
642,-166.08597794492704,72,19,Collision
643,-143.63584401043389,107,22,Success
644,68.41761278506962,73,17,Success
645,29.578781264254403,102,27,Success
646,-114.42865256191166,18,3,Collision
647,70.2545795000151,59,15,Success
648,-113.32479894912417,14,3,Collision
649,-420.80801996281707,107,2,Collision
650,-59.24494532074418,59,17,Collision
651,89.74696036978506,42,12,Success
652,-97.70830235790783,8,3,Collision
653,-508.631118853376,396,57,Collision
654,-94.55986148408424,90,17,Collision
655,-257.98226656727593,87,18,Collision
656,-151.46387240159305,50,10,Collision
657,-127.84840428821921,49,13,Collision
658,91.34885865613747,167,24,Success
659,-37.69976835373233,44,11,Collision
660,-165.65478888845428,176,45,Collision
661,-132.78973557451576,49,14,Collision
662,-327.5305696386975,187,48,Collision
663,-283.4745249330476,129,3,Collision
664,-97.73430811477755,115,34,Collision
665,-134.2291055108298,64,20,Collision
666,-4.8290254613798425,124,34,Success
667,-100.14789253025263,8,3,Collision
668,87.35768129994862,39,8,Success
669,82.16361378787684,50,13,Success
670,-312.52638945346695,148,40,Collision
671,-134.03636244216756,63,19,Collision
672,-447.19124562064894,350,23,Collision
673,-196.43679715435354,85,21,Collision
674,-102.63565364020712,25,7,Collision
675,-102.96543069468966,144,32,Collision
676,-106.27249757956372,136,34,Collision
677,-125.90306518423172,43,14,Collision
678,-454.8316645486046,97,15,Collision
679,-138.07346994213526,23,4,Collision
680,-147.5986262507638,146,39,Collision
681,-281.2665366339405,424,33,Collision
682,-117.44831765328883,23,4,Collision
683,-102.6927327122413,10,3,Collision
684,-223.45429036045547,36,4,Collision
685,-98.45737045092024,11,4,Collision
686,-149.6498561814264,30,5,Collision
687,-129.55961285512802,50,14,Collision
688,-98.58462043993619,23,7,Collision
689,95.30070209048512,29,7,Success
690,-118.32870833351178,21,4,Collision
691,-106.05819634928157,30,7,Collision
692,-119.62963423025467,20,2,Collision
693,-119.3735392960638,35,11,Collision
694,-220.73426571321514,67,2,Collision
695,-111.89936741683238,16,4,Collision
696,95.31631524356554,23,6,Success
697,59.36567980854711,77,21,Success
698,-123.92994569914124,26,7,Collision
699,-80.35983649707323,153,21,Success
700,-112.65029415861254,16,3,Collision
701,43.14476557567019,84,21,Success
702,-116.61665008386129,54,13,Collision
703,-79.79396877172107,117,32,Collision
704,-263.3723726338626,174,45,Collision
705,-166.65183448841987,92,21,Collision
706,-107.49280743698348,14,2,Collision
707,-195.70435922522944,144,24,Collision
708,-88.07102842322726,121,33,Collision
709,-30.598738998029148,56,19,Collision
710,-37.421097244325324,58,17,Collision
711,-108.315658615866,20,4,Collision
712,-104.97863749677765,11,3,Collision
713,-65.97225966271017,95,24,Collision
714,-378.2114508518616,116,11,Collision
715,-128.53526708885124,76,10,Collision
716,14.672028853463061,200,53,Success
717,-169.6107171342091,111,7,Success
718,-203.63309066318266,38,7,Collision
719,-215.28425542687478,204,28,Collision
720,-101.62689646369941,9,3,Collision
721,-108.6135770974073,119,33,Collision
722,-317.2428212773243,145,13,Collision
723,75.88728064929772,261,75,Success
724,-262.8607597614708,112,9,Collision
725,-361.10750552032727,90,3,Collision
726,-141.7053806506585,52,14,Collision
727,28.883146135658166,103,28,Success
728,77.23100174420888,49,11,Success
729,-39.21145666962875,42,13,Collision
730,-119.10886154566073,42,14,Collision
731,-105.17129638155534,8,2,Collision
732,-98.15672263051673,3,2,Collision
733,-107.1155059684841,18,4,Collision
734,-109.08119598628303,14,3,Collision
735,-2.638536876734193,131,37,Success
736,-308.3414700616333,109,7,Collision
737,-105.26166042910556,28,7,Collision
738,-140.18273709452393,82,24,Collision
739,20.173176575738253,110,31,Success
740,-104.41634551172457,30,8,Collision
741,-148.15930348020868,72,23,Collision
742,-174.6467681521666,108,32,Collision
743,-150.02995263988913,83,20,Collision
744,34.39842143048509,98,26,Success
